id;nome;descrição;preço;estoque
2494;Produto 2494;Descrição detalhada do Produto 2494;1396.55;233
2495;Produto 2495;Descrição detalhada do Produto 2495;463.09;37
2496;Produto 2496;Descrição detalhada do Produto 2496;1062.67;228
2497;Produto 2497;Descrição detalhada do Produto 2497;907.37;246
2498;Produto 2498;Descrição detalhada do Produto 2498;948.8;457
2499;Produto 2499;Descrição detalhada do Produto 2499;794.11;6
2500;Produto 2500;Descrição detalhada do Produto 2500;1029.68;23
2501;Produto 2501;Descrição detalhada do Produto 2501;205.32;435
2502;Produto 2502;Descrição detalhada do Produto 2502;715.86;401
2503;Produto 2503;Descrição detalhada do Produto 2503;759.69;153
2504;Produto 2504;Descrição detalhada do Produto 2504;798.93;231
2505;Produto 2505;Descrição detalhada do Produto 2505;336.05;410
2506;Produto 2506;Descrição detalhada do Produto 2506;762.16;5
2507;Produto 2507;Descrição detalhada do Produto 2507;438.73;293
2508;Produto 2508;Descrição detalhada do Produto 2508;1112.31;90
2509;Produto 2509;Descrição detalhada do Produto 2509;430.89;73
2510;Produto 2510;Descrição detalhada do Produto 2510;967.59;309
2511;Produto 2511;Descrição detalhada do Produto 2511;137.79;188
2512;Produto 2512;Descrição detalhada do Produto 2512;1365.84;45
2513;Produto 2513;Descrição detalhada do Produto 2513;238.43;181
2514;Produto 2514;Descrição detalhada do Produto 2514;442.13;163
2515;Produto 2515;Descrição detalhada do Produto 2515;1014.76;140
2516;Produto 2516;Descrição detalhada do Produto 2516;1134.69;158
2517;Produto 2517;Descrição detalhada do Produto 2517;186.41;28
2518;Produto 2518;Descrição detalhada do Produto 2518;1366.3;21
2519;Produto 2519;Descrição detalhada do Produto 2519;33.77;327
2520;Produto 2520;Descrição detalhada do Produto 2520;277.13;81
2521;Produto 2521;Descrição detalhada do Produto 2521;1176.72;450
2522;Produto 2522;Descrição detalhada do Produto 2522;407.97;500
2523;Produto 2523;Descrição detalhada do Produto 2523;406.88;39
2524;Produto 2524;Descrição detalhada do Produto 2524;12.36;200
2525;Produto 2525;Descrição detalhada do Produto 2525;276.15;297
2526;Produto 2526;Descrição detalhada do Produto 2526;1250.99;185
2527;Produto 2527;Descrição detalhada do Produto 2527;213.88;244
2528;Produto 2528;Descrição detalhada do Produto 2528;875.46;236
2529;Produto 2529;Descrição detalhada do Produto 2529;1448.51;159
2530;Produto 2530;Descrição detalhada do Produto 2530;95.64;302
2531;Produto 2531;Descrição detalhada do Produto 2531;774.33;354
2532;Produto 2532;Descrição detalhada do Produto 2532;1197.26;174
2533;Produto 2533;Descrição detalhada do Produto 2533;1471.87;268
2534;Produto 2534;Descrição detalhada do Produto 2534;330.59;392
2535;Produto 2535;Descrição detalhada do Produto 2535;537.67;346
2536;Produto 2536;Descrição detalhada do Produto 2536;220.62;204
2537;Produto 2537;Descrição detalhada do Produto 2537;1414.79;434
2538;Produto 2538;Descrição detalhada do Produto 2538;92.01;91
2539;Produto 2539;Descrição detalhada do Produto 2539;869.08;312
2540;Produto 2540;Descrição detalhada do Produto 2540;1050.48;391
2541;Produto 2541;Descrição detalhada do Produto 2541;640.19;500
2542;Produto 2542;Descrição detalhada do Produto 2542;675.35;354
2543;Produto 2543;Descrição detalhada do Produto 2543;252.52;451
2544;Produto 2544;Descrição detalhada do Produto 2544;1001.43;37
2545;Produto 2545;Descrição detalhada do Produto 2545;512.0;247
2546;Produto 2546;Descrição detalhada do Produto 2546;740.61;369
2547;Produto 2547;Descrição detalhada do Produto 2547;8.56;262
2548;Produto 2548;Descrição detalhada do Produto 2548;230.86;437
2549;Produto 2549;Descrição detalhada do Produto 2549;732.75;77
2550;Produto 2550;Descrição detalhada do Produto 2550;1377.95;77
2551;Produto 2551;Descrição detalhada do Produto 2551;369.12;207
2552;Produto 2552;Descrição detalhada do Produto 2552;410.72;86
2553;Produto 2553;Descrição detalhada do Produto 2553;365.47;225
2554;Produto 2554;Descrição detalhada do Produto 2554;49.74;235
2555;Produto 2555;Descrição detalhada do Produto 2555;688.26;425
2556;Produto 2556;Descrição detalhada do Produto 2556;496.76;392
2557;Produto 2557;Descrição detalhada do Produto 2557;45.38;411
2558;Produto 2558;Descrição detalhada do Produto 2558;504.12;491
2559;Produto 2559;Descrição detalhada do Produto 2559;448.69;16
2560;Produto 2560;Descrição detalhada do Produto 2560;1001.07;82
2561;Produto 2561;Descrição detalhada do Produto 2561;1223.93;492
2562;Produto 2562;Descrição detalhada do Produto 2562;1495.18;158
2563;Produto 2563;Descrição detalhada do Produto 2563;1026.98;195
2564;Produto 2564;Descrição detalhada do Produto 2564;925.03;245
2565;Produto 2565;Descrição detalhada do Produto 2565;840.88;22
2566;Produto 2566;Descrição detalhada do Produto 2566;1335.01;338
2567;Produto 2567;Descrição detalhada do Produto 2567;183.76;309
2568;Produto 2568;Descrição detalhada do Produto 2568;957.22;35
2569;Produto 2569;Descrição detalhada do Produto 2569;776.61;379
2570;Produto 2570;Descrição detalhada do Produto 2570;418.56;164
2571;Produto 2571;Descrição detalhada do Produto 2571;933.41;220
2572;Produto 2572;Descrição detalhada do Produto 2572;1011.34;125
2573;Produto 2573;Descrição detalhada do Produto 2573;1409.6;23
2574;Produto 2574;Descrição detalhada do Produto 2574;975.99;263
2575;Produto 2575;Descrição detalhada do Produto 2575;1197.46;280
2576;Produto 2576;Descrição detalhada do Produto 2576;776.96;20
2577;Produto 2577;Descrição detalhada do Produto 2577;232.5;162
2578;Produto 2578;Descrição detalhada do Produto 2578;645.12;118
2579;Produto 2579;Descrição detalhada do Produto 2579;660.86;348
2580;Produto 2580;Descrição detalhada do Produto 2580;1069.14;206
2581;Produto 2581;Descrição detalhada do Produto 2581;284.37;377
2582;Produto 2582;Descrição detalhada do Produto 2582;1106.66;340
2583;Produto 2583;Descrição detalhada do Produto 2583;1012.62;414
2584;Produto 2584;Descrição detalhada do Produto 2584;471.51;277
2585;Produto 2585;Descrição detalhada do Produto 2585;596.74;312
2586;Produto 2586;Descrição detalhada do Produto 2586;434.17;193
2587;Produto 2587;Descrição detalhada do Produto 2587;271.56;475
2588;Produto 2588;Descrição detalhada do Produto 2588;706.16;346
2589;Produto 2589;Descrição detalhada do Produto 2589;942.03;430
2590;Produto 2590;Descrição detalhada do Produto 2590;599.54;232
2591;Produto 2591;Descrição detalhada do Produto 2591;736.08;391
2592;Produto 2592;Descrição detalhada do Produto 2592;206.41;151
2593;Produto 2593;Descrição detalhada do Produto 2593;103.44;204
2594;Produto 2594;Descrição detalhada do Produto 2594;559.26;11
2595;Produto 2595;Descrição detalhada do Produto 2595;31.43;153
2596;Produto 2596;Descrição detalhada do Produto 2596;150.75;135
2597;Produto 2597;Descrição detalhada do Produto 2597;1131.0;419
2598;Produto 2598;Descrição detalhada do Produto 2598;768.35;27
2599;Produto 2599;Descrição detalhada do Produto 2599;816.69;179
2600;Produto 2600;Descrição detalhada do Produto 2600;179.91;277
2601;Produto 2601;Descrição detalhada do Produto 2601;426.43;118
2602;Produto 2602;Descrição detalhada do Produto 2602;927.25;137
2603;Produto 2603;Descrição detalhada do Produto 2603;1464.25;71
2604;Produto 2604;Descrição detalhada do Produto 2604;663.31;296
2605;Produto 2605;Descrição detalhada do Produto 2605;1489.38;22
2606;Produto 2606;Descrição detalhada do Produto 2606;201.24;63
2607;Produto 2607;Descrição detalhada do Produto 2607;1105.67;274
2608;Produto 2608;Descrição detalhada do Produto 2608;1211.15;218
2609;Produto 2609;Descrição detalhada do Produto 2609;1393.87;417
2610;Produto 2610;Descrição detalhada do Produto 2610;1464.97;280
2611;Produto 2611;Descrição detalhada do Produto 2611;301.03;303
2612;Produto 2612;Descrição detalhada do Produto 2612;1239.16;6
2613;Produto 2613;Descrição detalhada do Produto 2613;780.65;477
2614;Produto 2614;Descrição detalhada do Produto 2614;268.29;301
2615;Produto 2615;Descrição detalhada do Produto 2615;233.72;231
2616;Produto 2616;Descrição detalhada do Produto 2616;424.89;382
2617;Produto 2617;Descrição detalhada do Produto 2617;1001.69;302
2618;Produto 2618;Descrição detalhada do Produto 2618;1332.32;230
2619;Produto 2619;Descrição detalhada do Produto 2619;1040.57;114
2620;Produto 2620;Descrição detalhada do Produto 2620;1073.65;238
2621;Produto 2621;Descrição detalhada do Produto 2621;14.76;445
2622;Produto 2622;Descrição detalhada do Produto 2622;1222.54;149
2623;Produto 2623;Descrição detalhada do Produto 2623;724.88;49
2624;Produto 2624;Descrição detalhada do Produto 2624;1425.37;400
2625;Produto 2625;Descrição detalhada do Produto 2625;1417.14;301
2626;Produto 2626;Descrição detalhada do Produto 2626;32.4;17
2627;Produto 2627;Descrição detalhada do Produto 2627;235.39;424
2628;Produto 2628;Descrição detalhada do Produto 2628;265.15;143
2629;Produto 2629;Descrição detalhada do Produto 2629;1140.77;65
2630;Produto 2630;Descrição detalhada do Produto 2630;306.22;120
2631;Produto 2631;Descrição detalhada do Produto 2631;1095.38;385
2632;Produto 2632;Descrição detalhada do Produto 2632;34.86;10
2633;Produto 2633;Descrição detalhada do Produto 2633;419.81;416
2634;Produto 2634;Descrição detalhada do Produto 2634;75.26;146
2635;Produto 2635;Descrição detalhada do Produto 2635;48.76;34
2636;Produto 2636;Descrição detalhada do Produto 2636;1463.54;125
2637;Produto 2637;Descrição detalhada do Produto 2637;946.19;52
2638;Produto 2638;Descrição detalhada do Produto 2638;646.22;238
2639;Produto 2639;Descrição detalhada do Produto 2639;1162.76;286
2640;Produto 2640;Descrição detalhada do Produto 2640;149.57;186
2641;Produto 2641;Descrição detalhada do Produto 2641;660.92;184
2642;Produto 2642;Descrição detalhada do Produto 2642;1484.7;304
2643;Produto 2643;Descrição detalhada do Produto 2643;600.1;74
2644;Produto 2644;Descrição detalhada do Produto 2644;777.51;477
2645;Produto 2645;Descrição detalhada do Produto 2645;469.44;254
2646;Produto 2646;Descrição detalhada do Produto 2646;1414.59;174
2647;Produto 2647;Descrição detalhada do Produto 2647;18.43;71
2648;Produto 2648;Descrição detalhada do Produto 2648;218.78;98
2649;Produto 2649;Descrição detalhada do Produto 2649;1236.46;207
2650;Produto 2650;Descrição detalhada do Produto 2650;894.12;144
2651;Produto 2651;Descrição detalhada do Produto 2651;361.08;117
2652;Produto 2652;Descrição detalhada do Produto 2652;771.3;244
2653;Produto 2653;Descrição detalhada do Produto 2653;1069.87;36
2654;Produto 2654;Descrição detalhada do Produto 2654;192.58;270
2655;Produto 2655;Descrição detalhada do Produto 2655;435.93;344
2656;Produto 2656;Descrição detalhada do Produto 2656;230.24;419
2657;Produto 2657;Descrição detalhada do Produto 2657;561.72;305
2658;Produto 2658;Descrição detalhada do Produto 2658;661.3;237
2659;Produto 2659;Descrição detalhada do Produto 2659;698.07;384
2660;Produto 2660;Descrição detalhada do Produto 2660;660.71;480
2661;Produto 2661;Descrição detalhada do Produto 2661;1258.66;85
2662;Produto 2662;Descrição detalhada do Produto 2662;271.29;378
2663;Produto 2663;Descrição detalhada do Produto 2663;1180.37;498
2664;Produto 2664;Descrição detalhada do Produto 2664;679.0;276
2665;Produto 2665;Descrição detalhada do Produto 2665;1049.86;47
2666;Produto 2666;Descrição detalhada do Produto 2666;656.35;272
2667;Produto 2667;Descrição detalhada do Produto 2667;1097.26;128
2668;Produto 2668;Descrição detalhada do Produto 2668;438.67;39
2669;Produto 2669;Descrição detalhada do Produto 2669;609.14;384
2670;Produto 2670;Descrição detalhada do Produto 2670;587.98;386
2671;Produto 2671;Descrição detalhada do Produto 2671;207.81;160
2672;Produto 2672;Descrição detalhada do Produto 2672;1496.6;357
2673;Produto 2673;Descrição detalhada do Produto 2673;373.13;479
2674;Produto 2674;Descrição detalhada do Produto 2674;1091.89;484
2675;Produto 2675;Descrição detalhada do Produto 2675;895.4;476
2676;Produto 2676;Descrição detalhada do Produto 2676;1363.47;330
2677;Produto 2677;Descrição detalhada do Produto 2677;1245.29;242
2678;Produto 2678;Descrição detalhada do Produto 2678;1243.99;421
2679;Produto 2679;Descrição detalhada do Produto 2679;441.52;316
2680;Produto 2680;Descrição detalhada do Produto 2680;919.09;462
2681;Produto 2681;Descrição detalhada do Produto 2681;383.05;166
2682;Produto 2682;Descrição detalhada do Produto 2682;807.42;477
2683;Produto 2683;Descrição detalhada do Produto 2683;108.06;129
2684;Produto 2684;Descrição detalhada do Produto 2684;731.87;473
2685;Produto 2685;Descrição detalhada do Produto 2685;1129.92;241
2686;Produto 2686;Descrição detalhada do Produto 2686;973.46;100
2687;Produto 2687;Descrição detalhada do Produto 2687;391.82;93
2688;Produto 2688;Descrição detalhada do Produto 2688;373.36;244
2689;Produto 2689;Descrição detalhada do Produto 2689;129.13;107
2690;Produto 2690;Descrição detalhada do Produto 2690;1002.16;475
2691;Produto 2691;Descrição detalhada do Produto 2691;519.25;148
2692;Produto 2692;Descrição detalhada do Produto 2692;289.96;227
2693;Produto 2693;Descrição detalhada do Produto 2693;791.55;408
2694;Produto 2694;Descrição detalhada do Produto 2694;1449.19;119
2695;Produto 2695;Descrição detalhada do Produto 2695;766.98;65
2696;Produto 2696;Descrição detalhada do Produto 2696;670.21;91
2697;Produto 2697;Descrição detalhada do Produto 2697;129.47;109
2698;Produto 2698;Descrição detalhada do Produto 2698;1087.71;92
2699;Produto 2699;Descrição detalhada do Produto 2699;1363.93;439
2700;Produto 2700;Descrição detalhada do Produto 2700;259.28;95
2701;Produto 2701;Descrição detalhada do Produto 2701;683.58;206
2702;Produto 2702;Descrição detalhada do Produto 2702;1082.88;66
2703;Produto 2703;Descrição detalhada do Produto 2703;1350.53;323
2704;Produto 2704;Descrição detalhada do Produto 2704;607.69;150
2705;Produto 2705;Descrição detalhada do Produto 2705;486.8;209
2706;Produto 2706;Descrição detalhada do Produto 2706;1465.92;279
2707;Produto 2707;Descrição detalhada do Produto 2707;444.8;430
2708;Produto 2708;Descrição detalhada do Produto 2708;1375.14;498
2709;Produto 2709;Descrição detalhada do Produto 2709;633.64;270
2710;Produto 2710;Descrição detalhada do Produto 2710;578.14;472
2711;Produto 2711;Descrição detalhada do Produto 2711;855.09;88
2712;Produto 2712;Descrição detalhada do Produto 2712;687.64;435
2713;Produto 2713;Descrição detalhada do Produto 2713;521.71;114
2714;Produto 2714;Descrição detalhada do Produto 2714;1090.01;71
2715;Produto 2715;Descrição detalhada do Produto 2715;560.28;375
2716;Produto 2716;Descrição detalhada do Produto 2716;1342.3;375
2717;Produto 2717;Descrição detalhada do Produto 2717;837.97;481
2718;Produto 2718;Descrição detalhada do Produto 2718;847.41;338
2719;Produto 2719;Descrição detalhada do Produto 2719;794.29;350
2720;Produto 2720;Descrição detalhada do Produto 2720;1128.14;228
2721;Produto 2721;Descrição detalhada do Produto 2721;1129.5;223
2722;Produto 2722;Descrição detalhada do Produto 2722;738.73;317
2723;Produto 2723;Descrição detalhada do Produto 2723;677.36;355
2724;Produto 2724;Descrição detalhada do Produto 2724;1152.14;343
2725;Produto 2725;Descrição detalhada do Produto 2725;1157.21;182
2726;Produto 2726;Descrição detalhada do Produto 2726;1366.98;385
2727;Produto 2727;Descrição detalhada do Produto 2727;765.57;86
2728;Produto 2728;Descrição detalhada do Produto 2728;369.87;235
2729;Produto 2729;Descrição detalhada do Produto 2729;641.08;340
2730;Produto 2730;Descrição detalhada do Produto 2730;401.45;9
2731;Produto 2731;Descrição detalhada do Produto 2731;75.91;452
2732;Produto 2732;Descrição detalhada do Produto 2732;740.62;43
2733;Produto 2733;Descrição detalhada do Produto 2733;65.94;383
2734;Produto 2734;Descrição detalhada do Produto 2734;1297.46;357
2735;Produto 2735;Descrição detalhada do Produto 2735;78.6;304
2736;Produto 2736;Descrição detalhada do Produto 2736;1282.03;344
2737;Produto 2737;Descrição detalhada do Produto 2737;166.87;259
2738;Produto 2738;Descrição detalhada do Produto 2738;1481.53;31
2739;Produto 2739;Descrição detalhada do Produto 2739;628.45;325
2740;Produto 2740;Descrição detalhada do Produto 2740;898.46;246
2741;Produto 2741;Descrição detalhada do Produto 2741;360.84;179
2742;Produto 2742;Descrição detalhada do Produto 2742;1310.86;31
2743;Produto 2743;Descrição detalhada do Produto 2743;1008.23;109
2744;Produto 2744;Descrição detalhada do Produto 2744;588.24;201
2745;Produto 2745;Descrição detalhada do Produto 2745;1463.95;251
2746;Produto 2746;Descrição detalhada do Produto 2746;236.95;239
2747;Produto 2747;Descrição detalhada do Produto 2747;250.51;104
2748;Produto 2748;Descrição detalhada do Produto 2748;297.29;391
2749;Produto 2749;Descrição detalhada do Produto 2749;180.89;376
2750;Produto 2750;Descrição detalhada do Produto 2750;67.07;267
2751;Produto 2751;Descrição detalhada do Produto 2751;1180.23;15
2752;Produto 2752;Descrição detalhada do Produto 2752;558.25;183
2753;Produto 2753;Descrição detalhada do Produto 2753;364.96;57
2754;Produto 2754;Descrição detalhada do Produto 2754;528.28;136
2755;Produto 2755;Descrição detalhada do Produto 2755;1321.46;342
2756;Produto 2756;Descrição detalhada do Produto 2756;627.64;425
2757;Produto 2757;Descrição detalhada do Produto 2757;1296.79;222
2758;Produto 2758;Descrição detalhada do Produto 2758;272.89;259
2759;Produto 2759;Descrição detalhada do Produto 2759;1258.0;500
2760;Produto 2760;Descrição detalhada do Produto 2760;923.52;192
2761;Produto 2761;Descrição detalhada do Produto 2761;1395.93;248
2762;Produto 2762;Descrição detalhada do Produto 2762;38.71;414
2763;Produto 2763;Descrição detalhada do Produto 2763;40.22;477
2764;Produto 2764;Descrição detalhada do Produto 2764;1060.38;338
2765;Produto 2765;Descrição detalhada do Produto 2765;300.97;295
2766;Produto 2766;Descrição detalhada do Produto 2766;1028.15;174
2767;Produto 2767;Descrição detalhada do Produto 2767;900.83;303
2768;Produto 2768;Descrição detalhada do Produto 2768;1365.5;460
2769;Produto 2769;Descrição detalhada do Produto 2769;914.07;410
2770;Produto 2770;Descrição detalhada do Produto 2770;1236.5;228
2771;Produto 2771;Descrição detalhada do Produto 2771;500.9;311
2772;Produto 2772;Descrição detalhada do Produto 2772;1066.06;450
2773;Produto 2773;Descrição detalhada do Produto 2773;595.86;343
2774;Produto 2774;Descrição detalhada do Produto 2774;465.89;116
2775;Produto 2775;Descrição detalhada do Produto 2775;646.83;72
2776;Produto 2776;Descrição detalhada do Produto 2776;698.02;40
2777;Produto 2777;Descrição detalhada do Produto 2777;1376.31;135
2778;Produto 2778;Descrição detalhada do Produto 2778;523.08;478
2779;Produto 2779;Descrição detalhada do Produto 2779;832.41;6
2780;Produto 2780;Descrição detalhada do Produto 2780;612.78;350
2781;Produto 2781;Descrição detalhada do Produto 2781;118.32;485
2782;Produto 2782;Descrição detalhada do Produto 2782;1249.59;48
2783;Produto 2783;Descrição detalhada do Produto 2783;760.72;93
2784;Produto 2784;Descrição detalhada do Produto 2784;338.09;479
2785;Produto 2785;Descrição detalhada do Produto 2785;1194.94;254
2786;Produto 2786;Descrição detalhada do Produto 2786;219.57;288
2787;Produto 2787;Descrição detalhada do Produto 2787;606.07;436
2788;Produto 2788;Descrição detalhada do Produto 2788;72.25;453
2789;Produto 2789;Descrição detalhada do Produto 2789;265.94;126
2790;Produto 2790;Descrição detalhada do Produto 2790;1477.43;80
2791;Produto 2791;Descrição detalhada do Produto 2791;1277.3;432
2792;Produto 2792;Descrição detalhada do Produto 2792;1268.43;413
2793;Produto 2793;Descrição detalhada do Produto 2793;1358.62;333
2794;Produto 2794;Descrição detalhada do Produto 2794;135.13;74
2795;Produto 2795;Descrição detalhada do Produto 2795;1199.78;260
2796;Produto 2796;Descrição detalhada do Produto 2796;62.2;428
2797;Produto 2797;Descrição detalhada do Produto 2797;119.12;205
2798;Produto 2798;Descrição detalhada do Produto 2798;1054.75;209
2799;Produto 2799;Descrição detalhada do Produto 2799;971.6;5
2800;Produto 2800;Descrição detalhada do Produto 2800;847.45;473
2801;Produto 2801;Descrição detalhada do Produto 2801;438.27;350
2802;Produto 2802;Descrição detalhada do Produto 2802;316.5;223
2803;Produto 2803;Descrição detalhada do Produto 2803;948.14;436
2804;Produto 2804;Descrição detalhada do Produto 2804;1305.21;432
2805;Produto 2805;Descrição detalhada do Produto 2805;543.84;0
2806;Produto 2806;Descrição detalhada do Produto 2806;1056.56;465
2807;Produto 2807;Descrição detalhada do Produto 2807;1210.63;123
2808;Produto 2808;Descrição detalhada do Produto 2808;989.36;232
2809;Produto 2809;Descrição detalhada do Produto 2809;1495.32;28
2810;Produto 2810;Descrição detalhada do Produto 2810;1449.62;464
2811;Produto 2811;Descrição detalhada do Produto 2811;177.37;372
2812;Produto 2812;Descrição detalhada do Produto 2812;1027.83;90
2813;Produto 2813;Descrição detalhada do Produto 2813;368.98;275
2814;Produto 2814;Descrição detalhada do Produto 2814;298.01;356
2815;Produto 2815;Descrição detalhada do Produto 2815;838.73;345
2816;Produto 2816;Descrição detalhada do Produto 2816;1465.7;358
2817;Produto 2817;Descrição detalhada do Produto 2817;533.79;62
2818;Produto 2818;Descrição detalhada do Produto 2818;884.88;236
2819;Produto 2819;Descrição detalhada do Produto 2819;114.07;172
2820;Produto 2820;Descrição detalhada do Produto 2820;603.39;339
2821;Produto 2821;Descrição detalhada do Produto 2821;921.86;461
2822;Produto 2822;Descrição detalhada do Produto 2822;1287.46;204
2823;Produto 2823;Descrição detalhada do Produto 2823;1379.62;44
2824;Produto 2824;Descrição detalhada do Produto 2824;666.16;116
2825;Produto 2825;Descrição detalhada do Produto 2825;225.12;486
2826;Produto 2826;Descrição detalhada do Produto 2826;1381.2;200
2827;Produto 2827;Descrição detalhada do Produto 2827;835.79;280
2828;Produto 2828;Descrição detalhada do Produto 2828;1347.51;273
2829;Produto 2829;Descrição detalhada do Produto 2829;1415.5;39
2830;Produto 2830;Descrição detalhada do Produto 2830;148.87;474
2831;Produto 2831;Descrição detalhada do Produto 2831;916.66;466
2832;Produto 2832;Descrição detalhada do Produto 2832;185.32;18
2833;Produto 2833;Descrição detalhada do Produto 2833;160.54;206
2834;Produto 2834;Descrição detalhada do Produto 2834;1268.51;320
2835;Produto 2835;Descrição detalhada do Produto 2835;201.11;422
2836;Produto 2836;Descrição detalhada do Produto 2836;363.17;217
2837;Produto 2837;Descrição detalhada do Produto 2837;576.09;388
2838;Produto 2838;Descrição detalhada do Produto 2838;1251.51;338
2839;Produto 2839;Descrição detalhada do Produto 2839;43.01;141
2840;Produto 2840;Descrição detalhada do Produto 2840;1213.95;186
2841;Produto 2841;Descrição detalhada do Produto 2841;441.21;165
2842;Produto 2842;Descrição detalhada do Produto 2842;267.47;62
2843;Produto 2843;Descrição detalhada do Produto 2843;54.06;461
2844;Produto 2844;Descrição detalhada do Produto 2844;988.67;160
2845;Produto 2845;Descrição detalhada do Produto 2845;1388.68;38
2846;Produto 2846;Descrição detalhada do Produto 2846;1307.13;20
2847;Produto 2847;Descrição detalhada do Produto 2847;1143.28;452
2848;Produto 2848;Descrição detalhada do Produto 2848;1198.47;107
2849;Produto 2849;Descrição detalhada do Produto 2849;750.45;343
2850;Produto 2850;Descrição detalhada do Produto 2850;436.24;238
2851;Produto 2851;Descrição detalhada do Produto 2851;1413.67;257
2852;Produto 2852;Descrição detalhada do Produto 2852;920.26;420
2853;Produto 2853;Descrição detalhada do Produto 2853;908.5;307
2854;Produto 2854;Descrição detalhada do Produto 2854;228.46;342
2855;Produto 2855;Descrição detalhada do Produto 2855;665.39;482
2856;Produto 2856;Descrição detalhada do Produto 2856;21.24;169
2857;Produto 2857;Descrição detalhada do Produto 2857;1082.11;484
2858;Produto 2858;Descrição detalhada do Produto 2858;928.98;486
2859;Produto 2859;Descrição detalhada do Produto 2859;714.28;159
2860;Produto 2860;Descrição detalhada do Produto 2860;1023.12;264
2861;Produto 2861;Descrição detalhada do Produto 2861;1089.88;486
2862;Produto 2862;Descrição detalhada do Produto 2862;1374.48;170
2863;Produto 2863;Descrição detalhada do Produto 2863;400.31;98
2864;Produto 2864;Descrição detalhada do Produto 2864;1168.58;398
2865;Produto 2865;Descrição detalhada do Produto 2865;798.38;165
2866;Produto 2866;Descrição detalhada do Produto 2866;285.91;6
2867;Produto 2867;Descrição detalhada do Produto 2867;1191.5;337
2868;Produto 2868;Descrição detalhada do Produto 2868;1053.89;498
2869;Produto 2869;Descrição detalhada do Produto 2869;992.26;406
2870;Produto 2870;Descrição detalhada do Produto 2870;96.79;134
2871;Produto 2871;Descrição detalhada do Produto 2871;1139.58;181
2872;Produto 2872;Descrição detalhada do Produto 2872;653.26;3
2873;Produto 2873;Descrição detalhada do Produto 2873;317.32;464
2874;Produto 2874;Descrição detalhada do Produto 2874;1126.66;188
2875;Produto 2875;Descrição detalhada do Produto 2875;278.23;233
2876;Produto 2876;Descrição detalhada do Produto 2876;1344.68;222
2877;Produto 2877;Descrição detalhada do Produto 2877;864.55;464
2878;Produto 2878;Descrição detalhada do Produto 2878;1294.77;444
2879;Produto 2879;Descrição detalhada do Produto 2879;1456.51;325
2880;Produto 2880;Descrição detalhada do Produto 2880;45.61;158
2881;Produto 2881;Descrição detalhada do Produto 2881;952.88;145
2882;Produto 2882;Descrição detalhada do Produto 2882;164.58;160
2883;Produto 2883;Descrição detalhada do Produto 2883;1408.27;498
2884;Produto 2884;Descrição detalhada do Produto 2884;875.96;487
2885;Produto 2885;Descrição detalhada do Produto 2885;1237.27;182
2886;Produto 2886;Descrição detalhada do Produto 2886;1467.28;310
2887;Produto 2887;Descrição detalhada do Produto 2887;108.55;125
2888;Produto 2888;Descrição detalhada do Produto 2888;32.84;390
2889;Produto 2889;Descrição detalhada do Produto 2889;1021.69;241
2890;Produto 2890;Descrição detalhada do Produto 2890;1275.99;284
2891;Produto 2891;Descrição detalhada do Produto 2891;923.68;441
2892;Produto 2892;Descrição detalhada do Produto 2892;1460.15;245
2893;Produto 2893;Descrição detalhada do Produto 2893;1178.19;469
2894;Produto 2894;Descrição detalhada do Produto 2894;694.19;166
2895;Produto 2895;Descrição detalhada do Produto 2895;910.79;395
2896;Produto 2896;Descrição detalhada do Produto 2896;515.64;135
2897;Produto 2897;Descrição detalhada do Produto 2897;1257.54;402
2898;Produto 2898;Descrição detalhada do Produto 2898;1114.94;440
2899;Produto 2899;Descrição detalhada do Produto 2899;1486.44;275
2900;Produto 2900;Descrição detalhada do Produto 2900;336.06;29
2901;Produto 2901;Descrição detalhada do Produto 2901;136.79;9
2902;Produto 2902;Descrição detalhada do Produto 2902;783.57;88
2903;Produto 2903;Descrição detalhada do Produto 2903;929.9;53
2904;Produto 2904;Descrição detalhada do Produto 2904;577.96;470
2905;Produto 2905;Descrição detalhada do Produto 2905;1403.14;323
2906;Produto 2906;Descrição detalhada do Produto 2906;574.76;275
2907;Produto 2907;Descrição detalhada do Produto 2907;225.01;150
2908;Produto 2908;Descrição detalhada do Produto 2908;1286.54;367
2909;Produto 2909;Descrição detalhada do Produto 2909;1281.63;498
2910;Produto 2910;Descrição detalhada do Produto 2910;366.82;253
2911;Produto 2911;Descrição detalhada do Produto 2911;197.38;211
2912;Produto 2912;Descrição detalhada do Produto 2912;509.48;382
2913;Produto 2913;Descrição detalhada do Produto 2913;1199.7;287
2914;Produto 2914;Descrição detalhada do Produto 2914;888.54;455
2915;Produto 2915;Descrição detalhada do Produto 2915;1413.81;138
2916;Produto 2916;Descrição detalhada do Produto 2916;1447.48;388
2917;Produto 2917;Descrição detalhada do Produto 2917;734.17;83
2918;Produto 2918;Descrição detalhada do Produto 2918;349.14;315
2919;Produto 2919;Descrição detalhada do Produto 2919;895.05;431
2920;Produto 2920;Descrição detalhada do Produto 2920;1476.15;90
2921;Produto 2921;Descrição detalhada do Produto 2921;1030.01;460
2922;Produto 2922;Descrição detalhada do Produto 2922;1390.95;415
2923;Produto 2923;Descrição detalhada do Produto 2923;869.63;79
2924;Produto 2924;Descrição detalhada do Produto 2924;1194.62;345
2925;Produto 2925;Descrição detalhada do Produto 2925;269.91;483
